LRI	LIGAND_1	LIGAND_2	RECEPTOR_1	RECEPTOR_2	RECEPTOR_3	DATABASE	SOURCE
NRXN3:NLGN4Y	NRXN3	NA	NLGN4Y	NA	NA	NicheNet	KEGG:NicheNet
NMB:NMBR	NMB	NA	NMBR	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10454496;PMID:10544247;PMID:15169928;PMID:7838118;PMID:8253343;PMID:8392057
NMS:NMUR1	NMS	NA	NMUR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:15635449;PMID:29288685
NMS:NMUR2	NMS	NA	NMUR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:15635449;PMID:29288685
NMU:NMUR1	NMU	NA	NMUR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10811630;PMID:10894543;PMID:10899166;PMID:15292653;PMID:15331768
NMU:NMUR2	NMU	NA	NMUR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10887190;PMID:10894543;PMID:10899166;PMID:15292653;PMID:15331768
PSEN1:NOTCH1	PSEN1	NA	NOTCH1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10077672;PMID:10206645;PMID:12374741
RBP3:NOTCH1	RBP3	NA	NOTCH1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11511084;PMID:26198319;PMID:32196115
TNF:NOTCH1	TNF	NA	NOTCH1	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
WNT4:NOTCH1	WNT4	NA	NOTCH1	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
YBX1:NOTCH1	YBX1	NA	NOTCH1	NA	NA	connectomeDB2020	PMID:30321499
PSEN1:NOTCH2	PSEN1	NA	NOTCH2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11518718;PMID:26198319;PMID:32196115
PSEN1:NOTCH3	PSEN1	NA	NOTCH3	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11518718;PMID:26198319;PMID:32196115
SCGB3A1:NOTCH3	SCGB3A1	NA	NOTCH3	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
THBS2:NOTCH3	THBS2	NA	NOTCH3	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19147503
PSEN1:NOTCH4	PSEN1	NA	NOTCH4	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11518718;PMID:26198319;PMID:32196115
THBS2:NOTCH4	THBS2	NA	NOTCH4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
NPW:NPBWR1	NPW	NA	NPBWR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12130646;PMID:12401809
NPW:NPBWR2	NPW	NA	NPBWR2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:12130646;PMID:12401809;PMID:12719537
NPB:NPBWR1	NPB	NA	NPBWR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12;PMID:12118011;PMID:12401809
NPB:NPBWR2	NPB	NA	NPBWR2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;IUPHAR;PMID:12401809
NPVF:NPFFR1	NPVF	NA	NPFFR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:11024015;PMID:12242085;PMID:12421602;PMID:17337079;PMID:29106375
PPY:NPFFR1	PPY	NA	NPFFR1	NA	NA	NicheNet	IUPHAR
NPVF:NPFFR2	NPVF	NA	NPFFR2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;PMID:12;PMID:12242085;PMID:12421602;PMID:29106375
NPY:NPFFR2	NPY	NA	NPFFR2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11325787;PMID:12609745
PPY:NPFFR2	PPY	NA	NPFFR2	NA	NA	NicheNet	IUPHAR
NPFF:NPFFR1	NPFF	NA	NPFFR1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:11024015;PMID:12242085;PMID:12421602;PMID:17011599
NPFF:NPFFR2	NPFF	NA	NPFFR2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10851242;PMID:11024015;PMID:11325787;PMID:12421602;PMID:12609745
NPPA:NPR1	NPPA	NA	NPR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12547834;PMID:15911069;PMID:29859763;PMID:29934640;PMID:8700153;reactome
NPPA:NPR2	NPPA	NA	NPR2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020	CellPhoneDB;PMID:1309330;PMID:1660465;PMID:1672777;PMID:32103204
NPPA:NPR3	NPPA	NA	NPR3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:2169733
NPPB:NPR1	NPPB	NA	NPR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;IUPHAR;KEGG:hsa04080;PMID:1309330;PMID:29859763;PMID:29934641;PMID:7901875;PMID:8700153
NPPB:NPR2	NPPB	NA	NPR2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;PMID:2570358;PMID:26198319;PMID:32103204;PMID:32196115
NPPB:NPR3	NPPB	NA	NPR3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:1309330;PMID:79;PMID:7901875
NPPC:NPR1	NPPC	NA	NPR1	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
NPPC:NPR2	NPPC	NA	NPR2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:11952095;PMID:12709393;PMID:1309330;PMID:29934642
NPPC:NPR3	NPPC	NA	NPR3	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:11533490;PMID:13;PMID:1309330
OSTN:NPR3	OSTN	NA	NPR3	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;PMID:17951249;PMID:19244276;PMID:29326144
VIP:NPR3	VIP	NA	NPR3	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:16723209
NPS:NPSR1	NPS	NA	NPSR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:15312648;PMID:19732772
NPS:PTH1R	NPS	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
NPS:RAMP2	NPS	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
NPS:RAMP3	NPS	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
NPS:TSHR	NPS	NA	TSHR	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
NPS:VIPR1	NPS	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
PIP:NPTN	PIP	NA	NPTN	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
NPTX1:NPTXR	NPTX1	NA	NPTXR	NA	NA	CellTalkDB	PMID:31969807
NPTX2:NPTXR	NPTX2	NA	NPTXR	NA	NA	CellTalkDB	PMID:31969807
PPY:NPY1R	PPY	NA	NPY1R	NA	NA	CellChat;CellTalkDB;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:15966750
PYY:NPY1R	PYY	NA	NPY1R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12665544;PMID:127;PMID:9549761
PPY:NPY2R	PPY	NA	NPY2R	NA	NA	CellChat;CellTalkDB;SingleCellSignalR	FANTOM5;KEGG:hsa04080;PMID:15966750
PYY:NPY2R	PYY	NA	NPY2R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;IUPHAR;KEGG:hsa04080;PMID:11408607;PMID:7592910;PMID:8632753
PPY:NPY4R	PPY	NA	NPY4R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:16807358;PMID:18767100;PMID:7493937;PMID:7592911;PMID:8643460
PYY:NPY4R	PYY	NA	NPY4R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:749;PMID:7493937;PMID:7592911
PPY:NPY5R	PPY	NA	NPY5R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;KEGG:hsa04080;PMID:8824284
PYY:NPY5R	PYY	NA	NPY5R	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:11825645;PMID:12665544;PMID:13
PPY:NPY6R	PPY	NA	NPY6R	NA	NA	CellChat	KEGG:hsa04080
PYY:NPY6R	PYY	NA	NPY6R	NA	NA	CellChat	KEGG:hsa04080
NPY:NPY1R	NPY	NA	NPY1R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12007534;PMID:7559383;PMID:9001438;PMID:9549761
NPY:NPY2R	NPY	NA	NPY2R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12007534;PMID:7559383;PMID:7592910;PMID:8632753;PMID:9001438;PMID:9549761
NPY:NPY4R	NPY	NA	NPY4R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:749;PMID:7493937;PMID:7592911
NPY:NPY5R	NPY	NA	NPY5R	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:12007534;PMID:12417094;PMID:8824284
NPY:NPY6R	NPY	NA	NPY6R	NA	NA	CellChat	KEGG:hsa04080
NPY:PRLHR	NPY	NA	PRLHR	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;PMID:15885496
SEMA3C:NRP1_NRP2	SEMA3C	NA	NRP1	NRP2	NA	CellChat	PMID:27533782
PGF:NRP1	PGF	NA	NRP1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:11986311
SEMA3A:NRP1_PLXNA1	SEMA3A	NA	NRP1	PLXNA1	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:27533782
SEMA3B:NRP1_PLXNA1	SEMA3B	NA	NRP1	PLXNA1	NA	CellChat	PMID:27533782
SEMA3C:NRP1_PLXNA1	SEMA3C	NA	NRP1	PLXNA1	NA	CellChat	PMID:27533782
SEMA3D:NRP1_PLXNA1	SEMA3D	NA	NRP1	PLXNA1	NA	CellChat	PMID:27533782
SEMA4A:NRP1_PLXNA1	SEMA4A	NA	NRP1	PLXNA1	NA	CellChat	PMID:27533782
SEMA3A:NRP1_PLXNA2	SEMA3A	NA	NRP1	PLXNA2	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:27533782
SEMA3B:NRP1_PLXNA2	SEMA3B	NA	NRP1	PLXNA2	NA	CellChat	PMID:27533782
SEMA3C:NRP1_PLXNA2	SEMA3C	NA	NRP1	PLXNA2	NA	CellChat	PMID:27533782
SEMA3D:NRP1_PLXNA2	SEMA3D	NA	NRP1	PLXNA2	NA	CellChat	PMID:27533782
SEMA4A:NRP1_PLXNA2	SEMA4A	NA	NRP1	PLXNA2	NA	CellChat	PMID:27533782
SEMA3A:NRP1_PLXNA3	SEMA3A	NA	NRP1	PLXNA3	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:27533782
SEMA3B:NRP1_PLXNA3	SEMA3B	NA	NRP1	PLXNA3	NA	CellChat	PMID:27533782
SEMA3C:NRP1_PLXNA3	SEMA3C	NA	NRP1	PLXNA3	NA	CellChat	PMID:27533782
SEMA3D:NRP1_PLXNA3	SEMA3D	NA	NRP1	PLXNA3	NA	CellChat	PMID:27533782
SEMA4A:NRP1_PLXNA3	SEMA4A	NA	NRP1	PLXNA3	NA	CellChat	PMID:27533782
SEMA3A:NRP1_PLXNA4	SEMA3A	NA	NRP1	PLXNA4	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:27533782
SEMA3B:NRP1_PLXNA4	SEMA3B	NA	NRP1	PLXNA4	NA	CellChat	PMID:27533782
SEMA3C:NRP1_PLXNA4	SEMA3C	NA	NRP1	PLXNA4	NA	CellChat	PMID:27533782
SEMA3D:NRP1_PLXNA4	SEMA3D	NA	NRP1	PLXNA4	NA	CellChat	PMID:27533782
SEMA4A:NRP1_PLXNA4	SEMA4A	NA	NRP1	PLXNA4	NA	CellChat	PMID:27533782
SEMA3A:NRP1	SEMA3A	NA	NRP1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10520994;PMID:10934324;PMID:15721238;PMID:9331348
SEMA3E:NRP1	SEMA3E	NA	NRP1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:20664165
SEMA3F:NRP1	SEMA3F	NA	NRP1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:9883722
SEMA4A:NRP1	SEMA4A	NA	NRP1	NA	NA	CellTalkDB;ICELLNET	PMID:23913274
VEGFA:NRP1	VEGFA	NA	NRP1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10409677;PMID:11986311;PMID:15637071;PMID:16763549;PMID:17222790;PMID:21653826;PMID:9529250
VEGFB:NRP1	VEGFB	NA	NRP1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10409677;PMID:1041;PMID:409677;PPI
PGF:NRP2	PGF	NA	NRP2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:10748121
SEMA3B:NRP2_PLXNA1	SEMA3B	NA	NRP2	PLXNA1	NA	CellChat	PMID:27533782
SEMA3C:NRP2_PLXNA1	SEMA3C	NA	NRP2	PLXNA1	NA	CellChat	PMID:27533782
SEMA3D:NRP2_PLXNA1	SEMA3D	NA	NRP2	PLXNA1	NA	CellChat	PMID:27533782
SEMA3F:NRP2_PLXNA1	SEMA3F	NA	NRP2	PLXNA1	NA	CellChat	PMID:27533782
SEMA3G:NRP2_PLXNA1	SEMA3G	NA	NRP2	PLXNA1	NA	CellChat	PMID:27533782
SEMA3B:NRP2_PLXNA2	SEMA3B	NA	NRP2	PLXNA2	NA	CellChat	PMID:27533782
SEMA3C:NRP2_PLXNA2	SEMA3C	NA	NRP2	PLXNA2	NA	CellChat	PMID:27533782
SEMA3D:NRP2_PLXNA2	SEMA3D	NA	NRP2	PLXNA2	NA	CellChat	PMID:27533782
SEMA3F:NRP2_PLXNA2	SEMA3F	NA	NRP2	PLXNA2	NA	CellChat	PMID:27533782
SEMA3G:NRP2_PLXNA2	SEMA3G	NA	NRP2	PLXNA2	NA	CellChat	PMID:27533782
SEMA3B:NRP2_PLXNA3	SEMA3B	NA	NRP2	PLXNA3	NA	CellChat	PMID:27533782
SEMA3C:NRP2_PLXNA3	SEMA3C	NA	NRP2	PLXNA3	NA	CellChat	PMID:27533782
SEMA3D:NRP2_PLXNA3	SEMA3D	NA	NRP2	PLXNA3	NA	CellChat	PMID:27533782
SEMA3F:NRP2_PLXNA3	SEMA3F	NA	NRP2	PLXNA3	NA	CellChat	PMID:27533782
SEMA3G:NRP2_PLXNA3	SEMA3G	NA	NRP2	PLXNA3	NA	CellChat	PMID:27533782
SEMA3B:NRP2_PLXNA4	SEMA3B	NA	NRP2	PLXNA4	NA	CellChat	PMID:27533782
SEMA3C:NRP2_PLXNA4	SEMA3C	NA	NRP2	PLXNA4	NA	CellChat	PMID:27533782
SEMA3D:NRP2_PLXNA4	SEMA3D	NA	NRP2	PLXNA4	NA	CellChat	PMID:27533782
SEMA3F:NRP2_PLXNA4	SEMA3F	NA	NRP2	PLXNA4	NA	CellChat	PMID:27533782
SEMA3G:NRP2_PLXNA4	SEMA3G	NA	NRP2	PLXNA4	NA	CellChat	PMID:27533782
SEMA3A:NRP2	SEMA3A	NA	NRP2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:21059704
SEMA3C:NRP2	SEMA3C	NA	NRP2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:10196546;PMID:93;PMID:9331348
SEMA3F:NRP2	SEMA3F	NA	NRP2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:15721238;PMID:25068647;PMID:9883722;PMID:99
SEMA4F:NRP2	SEMA4F	NA	NRP2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:9856463
VEGFA:NRP2	VEGFA	NA	NRP2	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:10748121
VEGFC:NRP2	VEGFC	NA	NRP2	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:8612600
VEGFD:NRP2	VEGFD	NA	NRP2	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPMR;PMID:16816121;PMID:9435229
SPINK1:NRSN1	SPINK1	NA	NRSN1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:1870127
NXPH1:NRXN1	NXPH1	NA	NRXN1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:26198319;PMID:32196115;PMID:8699246;PMID:9856994
NXPH2:NRXN1	NXPH2	NA	NRXN1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:8699246
NXPH3:NRXN1	NXPH3	NA	NRXN1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:26198319;PMID:32196115;PMID:9856994
RPH3A:NRXN1	RPH3A	NA	NRXN1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:8901523
NXPH1:NRXN2	NXPH1	NA	NRXN2	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:26198319;PMID:32196115;PMID:9856994
NXPH3:NRXN2	NXPH3	NA	NRXN2	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:26198319;PMID:321961154;PMID:9856994
NXPH1:NRXN3	NXPH1	NA	NRXN3	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:26198319;PMID:32196115;PMID:9856994
NXPH3:NRXN3	NXPH3	NA	NRXN3	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:26198319;PMID:32196115;PMID:9856994
TNC:NT5E	TNC	NA	NT5E	NA	NA	SingleCellSignalR	FANTOM5
NTF3:NTRK1	NTF3	NA	NTRK1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:17439940;PMID:27908981;PPI
NTF3:NTRK2	NTF3	NA	NTRK2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:27908981;PMID:8621424
NTF3:NTRK3	NTF3	NA	NTRK3	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;PMID:27908981;PMID:7679912;PMID:9488719;PMID:9973222;PPI
NTF4:NTRK1	NTF4	NA	NTRK1	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:11114882
NTF4:NTRK2	NTF4	NA	NTRK2	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;PMID:11855816;PMID:119;PMID:27908981;PMID:7679912;PPI
NTF4:NTRK3	NTF4	NA	NTRK3	NA	NA	NicheNet	FANTOM5
NTN1:UNC5A	NTN1	NA	UNC5A	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:9126742
NTN1:UNC5B	NTN1	NA	UNC5B	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:9126742
NTN1:UNC5C	NTN1	NA	UNC5C	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:1;PMID:10399920;PMID:12810718
NTN1:UNC5D	NTN1	NA	UNC5D	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:9126742
NTN4:UNC5A	NTN4	NA	UNC5A	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:17174565
VGF:NTRK1	VGF	NA	NTRK1	NA	NA	CellPhoneDB	CellPhoneDB
NTRK3:PTPRD	NTRK3	NA	PTPRD	NA	NA	connectomeDB2020	PMID:23345436
NTRK3:PTPRF	NTRK3	NA	PTPRF	NA	NA	connectomeDB2020	PMID:23345436
NTRK3:PTPRS	NTRK3	NA	PTPRS	NA	NA	connectomeDB2020	PMID:23345436
NTS:NTSR1	NTS	NA	NTSR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:10930533;PMID:11559354;PMID:11723247;PMID:11811984;PMID:1331689;PMID:16087676;PMID:1694443
NTS:NTSR2	NTS	NA	NTSR2	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;PMID:11723247;PMID:11801734;PMID:16087676;PMID:9851594
NTS:SORT1	NTS	NA	SORT1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:16087676;PMID:161;PMID:9756851
OBP2A:OR1G1	OBP2A	NA	OR1G1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:12379593
OCLN:OCLN	OCLN	NA	OCLN	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
PENK:OGFR	PENK	NA	OGFR	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:16820893
OLFM2:ROBO2	OLFM2	NA	ROBO2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:16169070;PMID:26198319;PMID:32196115
OMG:RTN4R	OMG	NA	RTN4R	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:12068310
OMG:RTN4RL1	OMG	NA	RTN4RL1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:12068310
OMG:TNFRSF1B	OMG	NA	TNFRSF1B	NA	NA	connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:14966521
PDYN:OPRD1	PDYN	NA	OPRD1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:26198319;PMID:32196115;PMID:9686407
PENK:OPRD1	PENK	NA	OPRD1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;PMID:26198319;PMID:32196115;PMID:9686407
POMC:OPRD1	POMC	NA	OPRD1	NA	NA	CellChat;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;IUPHAR;KEGG:hsa04080;PMID:15464143;PMID:9686407;PMID:97
